ID|Victim|Domain|Date|Country|Title|Summary|URL
114|Prefeitura de Poços de Caldas|pocosdecaldas.mg.gov.br|2023-12-07|BRA|"Após incidente cibernético, Prefeitura de Poços de Caldas anuncia restabelecimento dos serviços | Security Report"|La mairie de Poços de Caldas, dans l'état de Minas Gerais au Brésil, a annoncé la remise en service progressive de ses systèmes après un possible cyberattaque. Les services publics tels que le journal officiel, les consultations publiques et les documents sont désormais accessibles aux citoyens, bien que la mise à jour du système se fasse de manière graduelle. Des mesures de sécurité supplémentaires sont mises en place pour renforcer la protection du système et prévenir de futures attaques, et l'incident a été signalé à la police civile.|https://www.securityreport.com.br/apos-incidente-cibernetico-prefeitura-de-pocos-de-caldas-anuncia-restabelecimento-dos-servicos/
115|Université de Wollongong|uow.edu.au|2023-12-07|AUS|"University of Wollongong cyber attack accessed data on Thursday | Illawarra Mercury | Wollongong, NSW"|L'Université de Wollongong a été victime d'une cyberattaque détectée jeudi, qui a compromis des données. Il est fortement recommandé aux personnes affiliées à l'université de changer immédiatement leurs mots de passe.|https://www.illawarramercury.com.au/story/8453619/university-of-wollongong-cyber-attack-accessed-data-on-thursday/
116|Aqualectra|aqualectra.com|2023-12-07|CUW|Aqualectra herstelt na cyberaanval - Curacao.nu|L'entreprise de distribution d'eau et d'électricité Aqualectra à Curaçao a subi une cyberattaque qui l'a contrainte à déconnecter temporairement toutes ses connexions en ligne, affectant ses systèmes internes et son service client. Aqualectra a agi rapidement pour contrer l'attaque et a effectué des analyses approfondies pour éviter des dommages permanents. Les services sont désormais pleinement rétablis et les récentes coupures de courant sur l'île ne sont pas liées à cette cyberattaque.|https://curacao.nu/aqualectra-herstelt-na-cyberaanval/
117|Groveport Madison School District|gocruisers.org|2023-12-06|USA|"How Groveport Madison is fighting a hacker breach | NBC4 WCMH-TV"|Un groupe de hackers nommé BlackSuit a réussi à infiltrer le réseau informatique du district scolaire de Groveport Madison dans l'Ohio, forçant l'établissement à couper son accès à Internet. La cyberattaque a été détectée lorsque le personnel a eu des difficultés à utiliser les imprimantes et à se connecter aux ordinateurs, et bien que les données personnelles des élèves et du personnel ne semblent pas avoir été compromises, l'ampleur de la brèche reste incertaine. Le district scolaire a pris des mesures de précaution en utilisant des appareils non Windows et en s'assurant que les sauvegardes de données sont sécurisées et exemptes de logiciels malveillants avant de rétablir le réseau.|https://www.nbc4i.com/news/local-news/groveport/how-groveport-madison-is-fighting-a-hacker-breach/
118|Glendale Unified School District|gusd.net|2023-12-06|USA|Ransomware attack hits Glendale Unified School District - Daily News|Le Glendale Unified School District a été victime d'une cyberattaque par ransomware, affectant plusieurs de ses systèmes informatiques, ce qui a conduit les responsables à conseiller aux élèves et au personnel d'éviter d'utiliser les ordinateurs fournis par le district. Les détails de la brèche de sécurité ne sont pas encore connus, mais une enquête est en cours avec l'aide de la police de Glendale. Des conseils de prudence ont été donnés aux étudiants et aux parents, notamment d'éviter d'utiliser des appareils connectés aux systèmes informatiques du district et de se méfier des liens et programmes suspects.|https://www.dailynews.com/2023/12/06/cybersecurity-incident-affects-glendale-unified-computers-laptops/
119|Université de Sherbrooke|usherbrooke.ca|2023-12-06|CAN|"L’Université de Sherbrooke a été victime d’une cyberattaque | Radio-Canada"|L'Université de Sherbrooke a été ciblée par une cyberattaque qui a affecté deux de ses laboratoires de recherche, entraînant la compromission de certaines données. La situation a été suffisamment maîtrisée pour que les étudiants et les employés puissent continuer à accéder à leurs plateformes numériques sans impact sur les activités de l'université. Une cellule de crise a été mise en place et une équipe est en train de mener une enquête approfondie sur l'incident.|https://ici.radio-canada.ca/nouvelle/2033246/cyber-attaque-udes-universite-sherbrooke
120|Gouvernement du Yucatan|yucatan.gob.mx|2023-12-06|MEX|Nuevo ataque cibernético detectado en Gobierno Estatal|Le serveur principal du gouvernement d'un État a détecté une cyberattaque dans la nuit de mercredi, entraînant la désactivation des systèmes en ligne par mesure de précaution. Bien qu'aucun dommage au système central n'ait été initialement constaté, tous les portails des agences gouvernementales ont été désactivés pour protection et surveillance. Les services en ligne resteront indisponibles jusqu'à ce que la sécurité du réseau soit assurée et que les citoyens puissent reprendre leurs démarches administratives en toute sécurité.|https://reporteroshoy.mx/noticias/nuevo-ataque-cibernetico-detectado-en-gobierno-estatal/
121|Nissan Oceania|nissan.com.au|2023-12-06|AUS|Nissan is investigating cyberattack and potential data breach|Le constructeur automobile japonais Nissan enquête sur une cyberattaque qui a ciblé ses systèmes en Australie et en Nouvelle-Zélande, et qui pourrait avoir permis aux pirates d'accéder à des informations personnelles. Nissan Océanie a informé ses clients d'une potentielle violation de données et les a mis en garde contre le risque d'escroqueries à venir. L'entreprise travaille avec son équipe mondiale de réponse aux incidents pour évaluer l'impact de l'attaque et s'efforce de restaurer les systèmes affectés, tout en précisant que le réseau de concessionnaires n'est pas impacté.|https://www.bleepingcomputer.com/news/security/nissan-is-investigating-cyberattack-and-potential-data-breach/
122|Gräbener Maschinentechnik|graebener.com|2023-12-05|DEU|Netphen: Cyberangriff auf Werthenbacher Firma Gräbener Maschinentechnik|La société Gräbener Maschinentechnik, basée à Werthenbach, a été la cible d'une cyberattaque. Heureusement, l'entreprise a réussi à empêcher le chiffrement de ses données. Actuellement, Gräbener Maschinentechnik travaille à la remise en service de son réseau.|https://www.siegener-zeitung.de/lokales/siegerland/netphen/netphen-cyberangriff-auf-werthenbacher-firma-graebener-maschinentechnik-XROC6S5VH5BRBIN7NFZE6ROPE4.html
123|Dameron Hospital|dameronhospital.org|2023-12-05|USA|Dameron Hospital in Stockton hit by cyberattack|L'hôpital Dameron à Stockton enquête sur une cyberattaque qui a entraîné le report de certaines procédures médicales. Bien que les opérations de soins aux patients fonctionnent normalement, y compris le service des urgences, l'attaque a affecté certains systèmes du réseau de l'hôpital. L'établissement a réagi immédiatement en sécurisant ses systèmes et a fait appel à des experts en cybersécurité externes pour assister dans l'enquête et les efforts de réponse.|https://www.kcra.com/article/dameron-hospital-in-stockton-hit-by-cyberattack/46043912
124|Caribbean Community (Caricom) Secretariat|caricom.org|2023-12-04|GUY|"Caricom may have been hit by cyberattack - The Royal Gazette | Bermuda News, Business, Sports, Events, &amp; Community |"|Le site web de la Communauté des Caraïbes (Caricom) a été mis hors service suite à une violation de 'certaines applications en ligne'. Bien que le secrétariat basé à Georgetown, Guyane, n'ait pas précisé quels services ont été affectés ni quand ils seront rétablis, les communications par téléphone et e-mail restent opérationnelles. Cet incident survient après une attaque cybernétique majeure le 20 septembre qui a perturbé les services en ligne du gouvernement de Bermuda, un membre associé de Caricom envisageant une adhésion complète.|https://www.royalgazette.com/general/news/article/20231205/caricom-may-have-been-hit-by-cyberattack/
125|Indigo Sky Casino & Resort et Outpost Casino|indigoskycasino.com|2023-12-01|USA|Oklahoma Tribal Casinos Latest Cyberattack Victims|Deux casinos tribaux en Oklahoma, Indigo Sky Casino & Resort et Outpost Casino, ont été victimes d'une cyberattaque début décembre 2023, au cours de laquelle des informations personnelles des employés et des visiteurs ont été dérobées par un groupe tiers inconnu. Les casinos ont engagé une entreprise de sécurité informatique pour enquêter et ont offert des services de surveillance de crédit et de protection contre le vol d'identité aux personnes affectées.|https://www.casino.org/news/oklahoma-tribal-casinos-latest-cyberattack-victims-indigo-sky-reveals-breach/
126|Communauté de communes du Pays du Neubourg|paysduneubourg.fr|2023-12-01|FRA|"Cyberattaque au Neubourg : la communauté de communes privée d'informatique | Le Courrier de l'Eure"|La communauté de communes du Pays du Neubourg a été victime d'une cyberattaque le 1er décembre 2023, où des pirates ont utilisé un logiciel malveillant pour prendre en otage les données et demander une rançon de plusieurs centaines de milliers d'euros, que la communauté a refusé de payer. Grâce à une sauvegarde dans le Cloud, ils ont pu récupérer leurs données et commencent à reprendre le contrôle de leur système informatique. Une enquête est en cours pour identifier la source de l'attaque, bien que les auteurs, probablement basés hors de l'UE, soient difficiles à retrouver.|https://actu.fr/normandie/le-neubourg_27428/cyberattaque-au-neubourg-la-communaute-de-communes-privee-dinformatique_60447105.html
127|GCC Bend LLC (BackyardMedia)|backyardbend.com|2023-11-30|USA|Oregon Cluster Hit By Ransomware Attacks - RadioInsight|Les quatre stations de radio de GCC Bend LLC à Bend, Oregon, ont été victimes d'une cyberattaque par ransomware, qui a pris en otage leurs bibliothèques musicales et infecté leurs ordinateurs de programmation, exigeant une rançon en bitcoin. Le directeur général Andy Hilmes a annoncé sur Facebook que la société ne paierait pas la rançon et reconstruirait les stations à partir de zéro, entraînant des changements temporaires dans leur programmation habituelle.|https://radioinsight.com/headlines/261739/oregon-cluster-hit-by-ransomware-attacks/
128|Drum/Binghamstown Group Water Scheme|mayo.ie|2023-11-30|IRL|Midwest Radio - Cyber Attack hits Group Water Scheme in North Mayo|Une cyberattaque a visé le système électronique du groupe de distribution d'eau dans la région de Drum/Binghamstown à Erris, dans le comté de Mayo, en Irlande. En conséquence, les habitants desservis par le Drum/Binghamstown Group Water Scheme seront privés d'eau pour la soirée et la journée suivante. La députée d'Erris, Rose Conway-Walsh de Sinn Féin, a indiqué que des équipes travaillent activement à la réparation des équipements endommagés.|https://www.midwestradio.ie/index.php/news/72292-cyber-attack-hits-group-water-scheme-in-north-mayo
