Date|Victime|Domaine|Pays|Résumé|Titre|URL
2023-11-20|Blaine County School District (BCSD)|bcsd.org|USA|Le Blaine County School District (BCSD) en Idaho a été victime d'une cyberattaque le 20 novembre, lorsqu'un parti non autorisé a accédé à son réseau, comme l'a confirmé le surintendant Jim Foudy. Aucune preuve d'utilisation abusive des informations des employés n'a été trouvée, mais il est possible que des noms et numéros de sécurité sociale aient été compromis. Le district avait une sauvegarde hors site et n'a pas eu à payer de rançon, et les employés affectés se sont vu offrir une protection d'identité et de crédit gratuite pendant deux ans.|"BCSD among Idaho agencies hit by cyberattacks | Blaine County | mtexpress.com"|https://www.mtexpress.com/news/blaine_county/bcsd-among-idaho-agencies-hit-by-cyberattacks/article_20784726-9f97-11ee-8254-abcb43d11f0a.html
2023-12-16|Confédération Luxembourgeoise des Syndicats (LCGB)|lcgb.lu|LUX|La Confédération Luxembourgeoise des Syndicats (LCGB) a été victime d'une cyberattaque le 16 décembre, entraînant une fuite limitée de données, dont l'étendue et la nature exactes sont encore en cours d'évaluation. Après l'incident, un état-major de crise a été mis en place et des mesures de sécurité renforcées ont été introduites pour restaurer et protéger l'infrastructure informatique. La LCGB a informé les autorités compétentes et le comité central, et une plainte a été déposée auprès de la police grand-ducale, bien qu'il semble que les données personnelles des employés et des membres n'aient pas été copiées.|Vorfall am 16. Dezember LCGB meldet Cyberangriff auf IT-System der Gewerkschaft - Ausmaß wird noch untersucht - Tageblatt.lu|https://www.tageblatt.lu/headlines/lcgb-meldet-cyberangriff-auf-it-system-der-gewerkschaft-ausmass-wird-noch-untersucht/
2023-12-19|St Vincent's Health Australia|svha.org.au|AUS|St Vincent's Health Australia, le plus grand fournisseur de soins de santé et de services pour personnes âgées à but non lucratif du pays, a été victime d'une cyberattaque majeure le 19 décembre 2023, entraînant l'extraction non autorisée de données. En réponse, l'organisation a pris des mesures immédiates pour contenir l'incident, en faisant appel à des experts en sécurité externes et en informant les gouvernements et agences étatiques et fédéraux, tout en maintenant ses services aux patients et à la communauté. L'incident, qui fait actuellement l'objet d'une enquête avec l'aide du Centre australien de cybersécurité, souligne la menace croissante de cyberattaques en Australie, comme en|Major Cyberattack on St Vincent's Health Australia|https://bnnbreaking.com/world/australia/st-vincents-health-australia-hit-by-significant-cyber-attack/
2023-11-08|Ville de Rawlins|rawlinswy.gov|USA|La ville de Rawlins a subi une cyberattaque qui a été détectée et notifiée par le Département de la Sécurité Intérieure des États-Unis, mais aucune information sensible n'a été compromise ni de logiciel malveillant installé sur les serveurs de la ville. La divulgation publique de l'attaque a été retardée pour permettre à la ville d'installer de nouveaux logiciels et de renforcer la sécurité afin d'éviter de signaler aux pirates qu'ils avaient été découverts. Bien que l'attaque n'ait pas entraîné de préjudices durables, les coûts liés à l'incident seront en grande partie couverts par l'assurance technologique de la ville, à l'exception de quelques frais supplément|"Serious Cyber Breach In Rawlins Could Have Been Prelude To Ransomware Attack | Your Wyoming News Source"|https://cowboystatedaily.com/2023/12/20/serious-breach-of-rawlins-systems-could-have-been-prelude-to-ransomware-attack/
2023-10-22|Heart of Texas Behavioral Health Network (HOTBHN)|hotrmhmr.org|USA|Le Heart of Texas Behavioral Health Network (HOTBHN) a subi une cyberattaque affectant les données sensibles de 63 776 personnes, avec des informations telles que noms, adresses, numéros de sécurité sociale et informations médicales potentiellement exposées. Le groupe DragonForce a revendiqué l'attaque, prétendant avoir extrait environ 56 Go de données. HOTBHN a renforcé ses mesures de sécurité et offre des services de surveillance de crédit et de protection contre le vol d'identité aux individus affectés.|Heart of Texas Behavioral Health Network Cyberattack Affects 63,776 Individuals|https://www.hipaajournal.com/heart-of-texas-behavioral-health-network-cyberattack/
2023-12-20|First American|firstam.com|USA|First American, une entreprise immobilière, a subi une cyberattaque qui a entraîné la mise hors ligne de certains de ses systèmes et le retard de transactions immobilières. Cet incident survient peu après que First American a été condamné à payer 1 million de dollars dans le cadre d'un règlement pour violation de la cybersécurité avec le Département des Services Financiers de New York. Il s'agit de la deuxième attaque majeure dans l'industrie des titres en moins d'un mois, après une attaque par ransomware contre Fidelity National Financial, et d'autres entreprises comme Mr.Cooper ont également été récemment visées par des cyberattaques.|First American is the latest cybersecurity attack victim - HousingWire|https://www.housingwire.com/articles/first-american-is-the-latest-cybersecurity-attack-victim/
2023-09-15|ESO Solutions|esosolutions.com|USA|ESO Solutions, une entreprise spécialisée dans les solutions de santé, a révélé une importante violation de données affectant 2,7 millions de patients, suite à une attaque par rançongiciel en septembre 2023, exposant des informations personnelles sensibles telles que les noms, numéros de sécurité sociale, dossiers médicaux, dates de naissance et détails de traitement. La société a signalé l'incident au procureur général du Maine le 12 décembre 2023 et, bien qu'elle ait rapidement détecté et stoppé l'attaque, des données ont été compromises. Console & Associates, P.C., un cabinet d'avocats spécialisé dans les violations de données, a lancé une enquête et conseille aux victimes de prendre des mesures pour protéger leurs|ESO Solutions Data Breach: 2.7Million Patients Data At Risk|https://thecyberexpress.com/eso-solutions-data-breach/
2023-12-17|Socadis|socadis.com|CAN|Socadis, un important distributeur de livres au Québec, a été victime d'une cyberattaque par hameçonnage, entraînant l'arrêt de ses opérations et la fermeture de ses systèmes de communication. L'attaque survient pendant la période des Fêtes, cruciale pour les ventes de livres, et pourrait causer des ruptures de stock si la situation n'est pas résolue rapidement. Cet incident souligne la vulnérabilité de l'industrie du livre aux cyberattaques, comme en témoigne une attaque similaire contre la chaîne de librairies Indigo plus tôt dans l'année, et incite à une réflexion urgente sur la sécurité des systèmes informatiques dans le secteur.|"Une cyberattaque paralyserait Socadis, un des plus importants distributeurs de livres au Québec | Le Devoir"|https://www.ledevoir.com/economie/804162/informatique-cyberattaque-paralyse-maillon-important-livre-quebecois
2023-10-04|Neurosurgeons of New Jersey|neurosurgeonsofnewjersey.com|USA|Le 4 décembre 2023, Neurosurgical Associates of New Jersey a signalé une violation de données après qu'un pirate ait accédé à un compte de messagerie d'employé, exposant des informations sensibles de patients telles que noms, adresses, numéros de sécurité sociale, informations d'assurance santé, dossiers médicaux et historiques de traitement. L'entreprise a sécurisé ses systèmes et travaille avec des spécialistes de la sécurité des données pour évaluer l'impact de l'incident. Des lettres de notification de violation de données seront envoyées aux individus affectés une fois l'enquête terminée.|"Neurosurgeons of New Jersey Confirms Cyber Attack Resulting in Recent Data Breach | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/neurosurgeons-of-new-jersey-confirms-4963456/
2023-12-20|Kitco|kitco.com|CAN|Kitco.com, une plateforme médiatique en ligne spécialisée dans les actualités sur les métaux précieux et les marchés financiers, a été temporairement mise hors ligne à la suite d'une cyberattaque majeure, dont les détails spécifiques n'ont pas été divulgués. Les utilisateurs ont été informés de l'incident par un message sur le site web de Kitco, qui a également mis en place une adresse e-mail alternative pour les contacter.|Cyberattack On Kitco: Platform Temporarily Offline|https://thecyberexpress.com/cyberattack-on-kitco-platform-temporarily-down/
2023-12-13|Western Railway's Lower Parel workshop|wr.indianrailways.gov.in|IND|Le système de stockage automatique de l'atelier de la Western Railway à Lower Parel, Mumbai, qui s'occupe de la maintenance des wagons de trains longue distance, a été victime d'une attaque par ransomware le 13 décembre. Depuis l'attaque, le système a été contraint de fonctionner en mode manuel, ce qui ralentit considérablement le processus de localisation des pièces détachées nécessaires. Aucun montant de rançon spécifique n'a été demandé, mais un message sur le serveur indiquait qu'il s'agissait d'une cyberattaque, et les efforts sont en cours pour restaurer le système, avec une attente de résolution dans la semaine.|"Mumbai: Ransomware attack hits maintenance of train coaches at Lower Parel workshop | Mumbai News - Times of India"|https://timesofindia.indiatimes.com/city/mumbai/ransomware-attack-hits-maintenance-of-train-coaches-at-lower-parel-workshop/articleshow/106138288.cms
2023-12-19|HCL Technologies|hcltech.com|IND|HCL Technologies, une importante société informatique, a annoncé avoir été victime d'une attaque par ransomware dans un environnement cloud isolé dédié à un de ses projets, sans que cela n'affecte son réseau global. Une enquête est en cours pour déterminer la cause de l'incident et prendre les mesures correctives nécessaires. Cet événement survient alors que l'entreprise a récemment franchi une capitalisation boursière de 4 trillions de roupies sur les bourses indiennes et a annoncé l'obtention d'un contrat majeur avec le Département des Transports et de la Planification de Victoria, en Australie.|HCLTech hit by ransomware attack, IT major says investigation underway|https://www.business-standard.com/companies/news/hcltech-hit-by-ransomware-attack-it-major-says-investigation-underway-123122000226_1.html
